HI(mgHC/gTOC),193.6,,,
Activation Energy [kcal/mol],Methane,C2-C5,C6-C14,C15+
50,,0.85,,1.37
52,,2.12,1.74,2.83
54,0.98,4.66,6.52,6.78
56,2.94,12.71,11.3,28.58
58,6.54,22.46,33.92,35.03
60,11.44,28.39,22.17,17.6
62,14.38,16.53,15.22,5.67
64,16.34,6.78,6.09,1.8
66,16.33,3.81,3.04,0.34
68,15.69,1.69,,
70,13.07,,,
72,2.29,,,
A(S-1),3.00E+15,3.00E+15,3.00E+15,3.00E+15
W,0.68,,,
Ratio = 100.00 [%],15.8,12.19,11.85,60.16
