0X0Y
0.035951445,9850.953314
0.04107745	,9230.333469
0.047038707,8677.723282
0.053984871,8158.197276
0.061956769,7669.774735
0.071105869,7210.593529
0.081244238,6767.601572
0.093034596,6362.432508
0.106772932,5991.509219
0.122539995,5632.803974
0.140011909,5286.745518
0.160330772,4961.947603
0.184006674,4664.88111
0.211178775,4385.59967
0.241825543,4123.038511
0.277535704,3876.196607
0.318519153,3650.218321
0.365554591,3437.414337
0.419535711,3237.016607
0.481488174,3048.30186
0.552589102,2870.588988
0.63418944	,2707.750818
0.731080614,2554.14987
0.84090463	,2413.285456
0.969377656,2291.632261
1.119963972,2179.745537
1.293942861,2069.865038
1.494948204,1968.805884
1.727178378,1872.680844
1.999921847,1787.203116
2.315734985,1702.783449
2.68141904	,1622.351399
3.097959498,1543.141664
3.59514452	,1472.705613
4.172121723,1405.484586
4.830952893,1341.331834
5.593821899,1282.245001
6.505999681,1227.807932
7.550133922,1175.681962
8.761839078,1123.89215
10.16800825,1074.383723
11.82609308,1032.210128
13.75455979,993.348063
15.99749925,954.3554214
18.60619213,918.4245376
21.68840874,886.8008219
25.28121124,857.6958986
29.53471952,830.9314891
34.42730595,802.3203839
40.13037585,774.6944324
46.88222347,753.0288136
54.64851799,733.1914491
63.27821517,706.7655335
80.79427865,670.0187504
114.7669105,634.1235949
134.0761912,621.5531344
156.634216	,607.2021957
183.3945378,592.1936799
228.5073347,567.9993335
290.4671081,551.1938304
395.5506682,524.2823258
462.1011997,513.8892883
541.0493191,502.0241826
632.0796791,490.4330283
740.0679336,479.9095809
864.5827385,468.8290271
1012.2932	,458.0043103
1182.609308,448.1767009
1384.653321,438.559967
1621.215736,427.7198642
1902.415407,417.8443102
2287.612903,408.1967713
2678.442307,402.1127337
3136.043333,396.1193767
3671.823642,390.2153486
4289.599907,381.2057302
5022.460688,373.0260233
5880.527765,366.8535733
6915.851102,363.199237
9334.512779,348.9423031
end0X0Y
10X10Y
0.034389087,9950.068875
0.039555067,9369.990066
0.045396128,8823.729256
0.052099734,8295.462028
0.059660572,7798.821594
0.068470595,7344.158294
0.078581586,6892.960616
0.090185659,6458.69725
0.103503294,6072.021957
0.118787533,5718.029305
0.136328782,5375.69701
0.15611314	,5037.022758
0.178371958,4719.68532
0.204711986,4437.122811
0.234941621,4178.443102
0.270234901,3934.844155
0.310140247,3705.446777
0.35593838	,3489.423031
0.408499482,3285.993248
0.468822235,3094.423212
0.538052795,2914.021513
0.617506569,2744.137048
0.708693212,2584.156673
0.816967038,2441.637348
0.94178289	,2310.830633
1.090502406,2198.006566
1.259904639,2090.691026
1.455622372,1981.989956
1.685483688,1882.078273
1.951643035,1793.177118
2.259832333,1708.475265
2.610882124,1627.774358
3.023173673,1553.475284
3.516158953,1487.523269
4.080459928,1421.996576
4.724816534,1354.827671
5.483092428,1295.146334
6.348942574,1240.161546
7.351521489,1187.511109
8.55032522	,1137.095921
9.922548979,1088.821083
11.51499805,1042.59573
13.39273488,1000
15.57667198,960.7462448
18.11674106,926.1187281
21.11787745,895.7233858
24.61616835,864.8813291
28.6302972	,835.1012436
33.37306116,807.6931075
46.15882056,755.5459285
76.09066922,690.4471397
147.1880828,612.2890909
219.5502868,559.5334917
314.6510845,519.0597955
408.0459928,481.5137527
518.6876809,446.6835922
714.2249572,390.2153486
926.2216025,340.8856313
1201.143209,280.4310428
1466.984315,227.259339
1756.1964	,181.4243819
2144.883768,136.3900249
2516.913596,104.0857568
2953.471952,74.80197134
3465.751302,51.38892883
3986.381615,35.30417661
4494.457513,24.993443
4966.98238	,17.43027936
5380.527946,12.15577377
5600.03869	,10
end10X10Y
7X7Y
0.034389087,9950.068875
0.039555067,9369.990066
0.045396128,8823.729256
0.052099734,8295.462028
