HI(mgHC/gTOC),560.2,,,
Activation Energy [kcal/mol],Methane,C2-C5,C6-C14,C15+
44,1.14,1.14,3.26,1.28
46,4.17,6.38,9.41,11.3
48,6.82,21.41,29.55,37.2
50,7.95,15.72,24.85,38.99
52,7.95,26.88,28.47,9.61
54,14.39,19.36,4.46,1.62
56,18.56,5.47,,
58,15.91,2.96,,
60,17.42,0.68,,
62,3.41,,,
64,1.89,,,
66,0.38,,,
A(S-1),2.50E+13,2.50E+13,2.50E+13,2.50E+13
W,0.75,,,
Ratio = 100.00 [%],4.71,7.84,14.8,72.65
